numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1996-05-14 12:00:00,-81.6,8.2,18.32,9.703,1011.82,0.0
1,2,1996-05-14 18:00:00,-82.8,9.8,20.9,7.425,1010.01,0.0
1,3,1996-05-15 00:00:00,-83.2,9.8,20.48,10.745,1011.32,0.0
1,4,1996-05-15 06:00:00,-81.0,11.6,14.39,11.45,1010.4,0.0
1,5,1996-05-15 12:00:00,-82.2,11.6,19.51,11.681,1010.52,0.0
1,6,1996-05-15 18:00:00,-83.8,10.6,26.15,12.205,1009.4,0.0
1,7,1996-05-16 00:00:00,-84.6,10.2,32.6,12.214,1009.24,0.0
1,8,1996-05-16 06:00:00,-85.0,9.6,29.81,10.699,1008.23,0.0
1,9,1996-05-16 12:00:00,-85.6,8.4,27.24,12.005,1007.89,0.0
1,10,1996-05-16 18:00:00,-84.4,7.8,29.71,12.517,1006.79,0.0
1,11,1996-05-17 00:00:00,-83.2,8.4,43.89,14.548,1005.86,0.0
1,12,1996-05-17 06:00:00,-83.6,11.0,38.94,15.351,1003.66,0.0
1,13,1996-05-17 12:00:00,-83.4,10.4,64.89,19.317,1003.52,0.0
1,14,1996-05-17 18:00:00,-83.6,10.4,57.02,21.334,1002.3,0.0
1,15,1996-05-18 00:00:00,-83.4,10.2,63.05,21.779,1002.17,0.0
1,16,1996-05-18 06:00:00,-84.2,10.6,62.46,21.474,1002.39,0.0
1,17,1996-05-18 12:00:00,-84.4,10.6,67.23,22.993,1003.73,0.0
1,18,1996-05-18 18:00:00,-84.6,10.6,68.97,21.09,1005.06,0.0
1,19,1996-05-19 00:00:00,-84.8,10.8,65.71,18.126,1006.49,0.0
1,20,1996-05-19 06:00:00,-85.6,10.8,75.04,15.939,1006.28,0.0
1,21,1996-05-19 12:00:00,-86.2,11.0,102.0,13.885,1005.41,0.0
1,22,1996-05-19 18:00:00,-86.6,11.4,74.97,12.715,1005.04,0.0
1,23,1996-05-20 00:00:00,-87.0,11.8,85.81,14.957,1004.06,0.0
1,24,1996-05-20 06:00:00,-87.6,12.2,103.71,16.193,1002.56,0.0
1,25,1996-05-20 12:00:00,-87.8,12.6,138.04,18.56,1000.03,0.0
1,26,1996-05-20 18:00:00,-88.0,13.4,151.42,17.453,1002.44,0.0
1,27,1996-05-21 00:00:00,-88.0,13.8,99.46,15.697,1004.62,0.0
1,28,1996-05-21 06:00:00,-87.8,13.8,52.01,13.183,1007.18,0.0
1,29,1996-05-21 12:00:00,-87.2,14.4,53.44,12.414,1007.61,0.0
1,30,1996-05-21 18:00:00,-86.0,14.4,26.77,13.511,1006.91,0.0
1,31,1996-05-22 00:00:00,-86.0,16.2,34.95,13.721,1004.98,0.0
1,32,1996-05-22 06:00:00,-86.4,17.2,42.99,15.334,1005.68,0.0
1,33,1996-05-22 12:00:00,-86.4,17.6,30.62,14.328,1005.3,0.0
1,34,1996-05-22 18:00:00,-85.2,18.8,34.37,15.12,1003.84,0.0
1,35,1996-05-23 00:00:00,-85.2,20.2,59.33,16.891,1001.3,0.0
1,36,1996-05-23 06:00:00,-85.4,21.6,68.61,19.657,998.34,0.0
1,37,1996-05-23 12:00:00,-85.2,22.6,80.26,21.415,995.7,0.0
1,38,1996-05-23 18:00:00,-85.6,23.8,99.15,22.026,991.62,0.0
1,39,1996-05-24 00:00:00,-85.6,24.6,110.14,24.426,989.37,1.0
1,40,1996-05-24 06:00:00,-86.4,25.6,136.28,27.317,984.8,1.0
1,41,1996-05-24 12:00:00,-86.6,26.6,142.67,28.441,982.25,1.0
1,42,1996-05-24 18:00:00,-87.0,27.6,143.0,28.82,980.28,1.0
1,43,1996-05-25 00:00:00,-87.4,28.6,182.79,32.566,977.24,1.0
1,44,1996-05-25 06:00:00,-87.6,29.4,200.4,34.874,974.59,1.0
2,1,1996-06-05 00:00:00,-73.6,8.2,38.32,13.525,1009.78,0.0
2,2,1996-06-05 06:00:00,-73.8,11.2,34.03,14.462,1010.42,0.0
2,3,1996-06-05 12:00:00,-74.4,11.2,37.97,13.286,1011.67,0.0
2,4,1996-06-05 18:00:00,-75.6,11.2,30.58,11.926,1009.43,0.0
2,5,1996-06-06 00:00:00,-74.4,11.2,40.34,14.597,1009.48,0.0
2,6,1996-06-06 06:00:00,-73.6,8.4,27.26,13.786,1010.14,0.0
2,7,1996-06-06 12:00:00,-76.0,7.6,16.41,11.998,1010.95,0.0
2,8,1996-06-06 18:00:00,-75.8,7.8,16.04,5.869,1008.01,0.0
